txt_endereco
"RUA ANDARAI, S/N"
"RUA JARBAS MARTINS, S/N - BAIRRO GETULIO VARGAS"
ARAGUARI MG
"RUA 9, RUA 12 NUMERO 247 E RUA F"
"RUA CRISTAL, N� 730 - BAIRRO SAO RAIMUNDO"
RUA 02 RESIDENCIAL VILA REAL III
PALMEIRA TORTA
RODOVIA KM LAVRAS-MG
NOVA CIDADE
"ROD.TRANSCASTANHAL, LOT. FONTE BOA, RUA 1 S/N"
RUA RAPHAEL FRANCISCO LIPPI 626 QUADRA 1 LOTE 4
"LOTEAMENTO FAEDO, BAIRRO N.S. APARECIDA"
LOTEAMENTO DO RIO VERMELHO
RUA THEREZA LOPES SKROSKI 199
AVENIDA ACM
PROLONGAMENTO DA RUA MARIO BATAIOLA
MARATA
CORINTO
RODOVIA PA 415 - ERNESTO ACIOLE
"RUA OLNEY SAO PAULO, S/N"
QUADRAS 273 E 274 - LOT PORTAL DAS COLINAS II
RUA CANDIDO RODRIGUES S N
"RUA PROJETADA A, QUADRA B, LOTE 1 DO PAL 47.201"
"RODOVIA EMERECIANO PRESTES DE BARROS, S/N"
ROD RAIMUNDO MAIOLINI
"SETOR 12, GLEBA CORUMBIARA"
"R.VISCONDE DE NITEROI,LOTE JUNTO E ANTES DO NO.132,MANGUEIRA"
LOTEAMENTO TANBAU B. EQUATORIAL
"AV. PRIMAVERA, SN, SETOR 08 - JARU"
SERVIDAO DE ACESSO LOTE B-3
RUA SAO JOSE S/N
THORMES DO PRATAGI MIRIM
RUA C NR 450 - GRANJA LISBOA
VIA A-1 900 SAO SEBASTIAO
RUA FRANCISCO ANTONIO DE SOUZA
RUA S.D.O. (RUA N) NR 450
BA 084 S_N
"LOT.CORUMBELLA II - QUADRAS 49, 50, 63 E 64 - BAIRRO GUAT�S"
RUA SAO FRANCISCO S/N BAIRRO SAO FRANCISCO
RUA JOSE ALCANTARA
AV PROJETADA S/N COND JOSE LINO DA SILVEIRA III
"RUA FRANCISCO NUNES MENDES,210"
"R AMERICO FRANCISCO DOS SANTOS, PIAUI, MANDI, RUA C MARIA RO"
RUA DAS ORQUIDEAS BAIRRO ARGENTINA CRICIUMA/SC
"RUA MB 18, QD I-1 APM 04, RESIDENCIAL SANTA EDWIGES"
ALFREDO MARCONDES
RUA CICERO JOSE DE SOUZA
ESTRADA DE XEREM
"AVENIDA DOUTOR JORGE MONTENEGRO BARROS, S/N. SANTA AMELIA"
BAIRRO NOSSA SENHORA DE FATIMA
"VIA LOCAL 02,QD 05, N�328 ESTRADA DA USINA"
RUA JOAO QUESSADA S/N
RUA ANTONIO GIRARDI
ZONA SUL - TERESINA -PI
ESTRADA DA CETREL -CENTRO - JACUIPE
RUA NAZARE
"RUA DO RANARIO, SEM NUMERO"
LOTEAMENTO IRATI III
RESIDENCIAL FRANCISCO LUIS DE ASSIS
"RUA JOSE DANTAS DE ALMEIDA, SEM NUMERO"
"ESTRADA VICINAL RAIMUNDO MAIOLINI, KM 06"
"LOTE 115, SECCAO C, AV. EDSON LIMA DO NASCIMENTO"
"RUA OLIVEIRA FORTES, 149-VILA TABELIAO FERRAZ"
LOTEAMENTO NOVA CAMPINA VERDE
RUA VEREADOR ONESIO DE OLIVEIRA BOTELHO
"RUA PROJETADA A, QUADRA A, LOTE 2 DO PAL 47.201"
R RAUL MILANO - LOTEAMENTO OURO FINO
RUA 1 S/N QUADRA VIIB LOTEAMENTO JUNCAO
ESTRADA DA CETREL - CENTRO - JACUIPE
"RUA STA HELENA, S AGOSTINHO, S JOSE E OUTRAS QD 01 A 09"
BELFORD ROXO
"RUA PERA, 255"
BAIRRO ANGELICA SINOP MT
"RUA PADRE VICENTE RODRIGUES DA COSTA, S/N, CAMPO BELO-MG"
"ROD GASTAO DAL FARRA, AO LADO JD STA MONICA, BOTUCATU/SP"
"RUA 42 C RUA 9, BAIRRO ST LUZIA."
"QUADRAS 1,2,3,4,5,6,7,8,9,10,11,12"
ESTRADA 698 FAZ CALIFORNIA AV COCA COLA
RUA R42
VARIOS LOGRADOUROS URBANOS
"RUA AMOR DE INDIO, 72"
RUA NOSSA SENHORA DO ROCIO - LOTE A 3 DISTRITO
RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK DISTRITO F
AV ONCA PINTADA LOT 328-1/328-2
LOTEAMENTO LAGOA DOS PATOS
DISTRITO DE BURITIRANA
MORRO DO CHAPEU
RUA JOAQUIM FERREIRA SN
ESTRADA DO OUTEIRO S/N
RODOVIA BR 497
"RUA CLAUDIO DE OLIVEIRA SALVADIO, 1-31"
QUADRAS 11 A 17
JARDIM ITAMARATY
PI 115
"RUA C, NR 350 - GRANJA LISBOA"
"RUA JOAO LEMOS,370-PAULO VI-BAIRRO ANTONIO RIB DE ABREU"
"ESTRADA DO CALUNDU, S/N LOTE 4, NOSSA SRA DO CARMO"
"BR 316, KM14 , LOTEAMENTO CIDADE INDUSTRIAL, B.SANTO ANTONIO"
RUA PROJETADA S/N
CONJUNTO HABITACIONAL SONHO MEU - FASE 2
LOTEAMENTO VILA AZUL
RODOVIA BR 262 NA UPG MORUMBI
RUA DOS PROFETAS SN
"RUA FRANCISCO DE SOUZA  Q 2, 9, 11 A 33, 35 E 38"
ST RS ITAVILLY
RUA MINAS GERAIS S N
"ESTRADA CAMANDUCAIA, KM 01"
RUA HELIO DO AMARAL - PADRE MIGUEL
"ESTRADA DO ATERRADO DO LEME, S/N"
RUA AGENOR ZANONI
"QUADRAS 4,5,6,15 E 16"
"RODOVIA BR-158, PROXIMO DA COHAB SANTA RITA"
AV. DR. JOAO BANDEIRA MONTE
"ESTRADA DOM JOSE ANTONIO DO COUTO, NR 5.101"
"AVENIDA GUARATINGUETA, 1001, JD. ALZIRA FRANCO"
RUA SAO CARLOS SN CABULA
LOTEAMENTO RIO GRAVATAI
PI 112 PROXIMO A RODOVIARIA
"AVENIDA CARLOS LINDENBERG,94, JABURUNA"
ALTO DA BOA VISTA
ESTRADA DO GUAPARA S/N - MARACANA
"RUA 24,28, M E N - QUADRA 32"
RUA PADRE JULIAO URQUIZA LT 16 A1 GRANJA SAO LUIZ
"ALAMEDA GIRASSOL, RUA CAMPO DE MARTE E OUTRAS"
RUAS 12-13-28-29
AVENIDA DAS TORRES LOTE 58-6 A
CJ SAO JOSE BAIRRO DOM CONSTANTINO SN
"FAZENDA SITIO GAMELEIRO EM HONORINA, S/N"
PETROLINA
"RUA MARIO QUINTANA, ESQUINA MONTEIRO LOBATO"
RUA MAXIMO SLOBODA
AV THEODORO BITENCOURT SN
RUA X LOTE E BAIRRO 3 DISTRITO LOTEAMENTO CHACARAS DE INOHAN
AVENIDA SARAH VELOSO 1531 LOTE D QD 164
SITIO ITANS - IGUATU CE
RUA DA OLARIA 550 E 742 - BAIRRO DIAMANTE
"QUADRAS D, E, G, H NO BAIRRO DERALDO ALVES 2"
RUA 9 RESIDENCIAL PAULO DIAS
RUA CLECI TEREZINHA BONAMIGO - BAIRRO VITAL
RUA RIZIERI NEGRINI 356
LOT JARDIM SANTA FILOMENA
LOTEAMENTO NOVA CAPINZAL
RUA SALVADOR PONTIERI S/N
"RUA B, 100 - PAUPINA"
"BA 526,TRECHO CIA AEROPORTO"
"RUA CRISTAL, N 670 - BAIRRO SAO RAIMUNDO"
"LINHA 627, KM 02, SETOR 08"
"ESTRADA DO CALUNDU, LOTE 05"
"ESTRADA DO CALUNDU, LOTE 06"
LOTEAMENTO RESIDENCIAL VITORIA
ESTRADA ANTIGA PARA AGRESTINA
"LOTEAMENTO GRANJAS PROGRESSO, QUADRA A2"
ESTRADA DO BICHINHO 2621
LOTEAMENTO: RUA PROFESSORA BERTINATTO E OUTRAS
R PROJETADA SN
LOTEAMENTO EXPOENTE
RUA BRUNO VICENTE DA LUZ
POCO DA CRUZ BR 232
LOTEAMENTO MIRO CAIRO - BAIRRO SENHORIA CAIRO
BOM JESUS
"ESTRADA MUNICIPAL DOM JOSE ANTONIO DO COUTO,5570"
RUA CIDADE NOVA
"RUA VINTE E OITO DE SETEMBRO, PARQUE SANTA ROSA"
"RUA DJALMA ALEIXO DE SOUZA, N 236"
MIRACEMA
QD 45/49/53/55/57 E 59 JD DAS PALMEIRAS
AVENIDA GUARATINGUETA 1051
GLEBA ENTRE JD SOC PRES COLLOR E RODOVIA SP 215
"RUA EURICO CLETO DA SILVA, S/N"
RUA URBANO VILELA S/N
BA 409 ESTRADA SERRINHA-COITE
RUA MANOEL DAS NEVES S/N
"RUA TAMBABA,LTB5, JARDIM MANAIRA"
AVENIDA IGUATEMI S/N
"RUA ACRE QUADRAS 1239, 1240 E 1241"
"RUA YTAMARAK�, S/N - LOTES 01B, 01C E 01D"
RUA PEDRO ERNESTO E RUA DA GAMBOA
"LOTES 1, 2, 3, 11, 12, 13, 14, 15. QUADRA 25"
RUA ELIAS GOMES 136 B
AV SABIA ESQ R MUTUM - QD 07
