txt_nome_construtora_entidade
SINDICATO DOS TRABALHADORES RURAIS DO MUNIC NATIVIDADE
ASSOCIAÇÃO DE DESENVOLV COMUNITÁRIO DOS POVOADOS CARAIBAS MA
SOARES CONSTRUCOES E INCORPORACOES LTDA
CONSTRUTORA ELECON LTDA
ASS DE DES R DOS PROD DO CENTRO DA VELHA ROSA E PEDREIR
CONSTRUIR ENGENHARIA LTDA
PODIUM ENGENHARIA LTDA
SINDICATO DOS TRABALHADORES RURAIS DE SAO GERALDO DO BAIXIO
SINDICATO DOS TRABALHADORES RURAIS DE SOBRADO
SINDICATO DOS TRABALHADORES RURAIS DE VERMELHO NOVO
ASSOCIACAO DAS MAES NO BICO DO PAPAGAIO - AMABICO
FUNDACAO ASSISTENCIAL E CULTURAL FRANCISCO FERREIRA FIGUEIRE
AGARC - ASSOCIACAO GOIANIA ATUALIZACAO REALIZACAO CIDADAO
QUANTI EDIFICACOES INDUSTRIALIZADAS LTDA
SINDICATO DOS TRABALHADORES RURAIS DE PIRACEMA
EDIFICAR CONSTRUCOES E SERVICOS LTDA
FUND FRANCISCO PINHEIRO DE ARAUJO
SINDICATO TRAB AGRIC PEC E APOSENT RURAIS DE ANAP ABAD CAMPO
ASSOCIACAO DE MORADORES RENASCER COM CRISTO
RESIDENCIAL VILA DAS ACACIAS EMPREENDIMENTOS IMOBILIARIOS SP
CONSTRUTORA MONTE NETO
HS CONSTRUTORA LTDA - EPP
ASSOCIACAO  DOS TRABALHADORES RURAIS VENCER OU VENCER DO POV
SISTEMA INTEGRADO DE ECONOMIA SOLIDARIA
COOPERATIVA HABITACIONAL ALEGRETENSE LTDA
ASSOCIAÇÃO DE DESENVOLV COMUNITÁRIO DO POVOADO TAQUARA
ECOPOLIS CONSTRUCOES LTDA
ASSOCIACAO AMIGOS DO JARDIM IPANEMA
MUNICIPIO DE SAO FELIX DE MINAS - MG
ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DE CENTRO DO ACASS
ASS. DA COM.REMANESC.DE QUILOMBO MANOEL BERNARDES DOS SANTOS
ASSOCIACAO COMUNITARIA DO POVOADO BORDA DA MATA
MUNICIPIO DE PEDRA DO ANTA - MG
SFERA ENGENHARIA LTDA
MOVIMENTO PRO-MORADIA DE SUZANO
ASSOCIACAO HABITACIONAL DE RO - HABITAR
MUNICIPIO DE TAQUARUCU DO SUL - RS
ASSOC DOS PESCAD DOS CAMPOS INUN DE ST RIT POVOADO NOVA VIDA
CERTA CONSTRUCOES CIVIS E INDUSTRIAIS LTDA
CONSTRUTORA E INCORPORADORA MODULO LTDA
ASSOCIACAO DOS M DO P UNIAO FAZ A FORCA SAO JOAQUIM
TARGA ENGENHARIA LTDA
CONATA ENGENHARIA LTDA
ASSOCIACAO DOS MORADORES DA SANTA ROSA
FUNDACAO MORADORES REMANESCENTES DOS QUILOMBOLAS TRANQUEIRAR
COOPERNOVA-COOPERATIVA DE PRODUCAO TRABALHO E HABITACAO LTDA
ASSOCIAÇÃO DOS PRODUTORES RURAIS DA LOCALIDADE NOVO BAIXIO -
ASSOCIACAO DOS MORADORES QUILOMBOLAS DO TINGIDOR
ROMA CONSTRUTORA E INCORPORADORA LTDA
ASSOCIACAO QUILOMBOLA URBANA DA COMUNIDADE DO MARANHAO NOVO
HAUS CONSTRUTORA LTDA
INTACTA ENGENHARIA E REPRESENTACOES
ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA REGIAO UMBURANA
ASSOCIACAO COMUNITARIA ALU FERREIRA
CONSTRUTORA MARILENA LTDA
SINDICATO DOS TRABALHADORES RURAIS DE MUTUNOPOLIS
ASSOCIACAO COMUNITARIAS POV BAIXAO DOS CABOCLOS
ASSOCIACAO DOS PRODUTORES RURAIS DO ASSENTAMENTO RESERVA
CONSTRUTORA J FILHOS LTDA-EPP
MUNICIPIO DE PACARAIMA - RR
CENTRO DE CAPACITACAO ZUMBI DOS PALMARES
BASSANI ENGENHARIA LTDA
ASSOCIACAO COMUNITARIA DO ROSARIO
ASSOCIACAO DOS TRB RURAIS NA AGRICULTURA FAMILIAR MAOS DADAS
COOPERATIVA CENTRAL DOS ASSENTAMENTOS DO RS LTDA
ASSOCIACAO DOS MORADORES UNIDOS DE SAO FRANCISCO DOS VIEIRAS
MUNICIPIO DE POCO DANTAS - PB
SINDICATO DOS TRABALHADORES RURAIS DE TOCOS DO MOJI MG
COOPERATIVA DOS PRODUTORES AGROP. DO AGRSTE E MATA NORTE DE
MUNICIPIO DE MUNHOZ DE MELLO - PR
MUNICIPIO DE ITAINOPOLIS - PI
MUNICIPIO DE SAO JOAO DO TIGRE - PB
CENTRO DE DEFESA JUSTICA E PAZ
BRN - RESIDENCIAL VILA FLORIDA MATAO EMPREENDIMENTOS IMOBILI
GUTTA EMPREENDIMENTOS IMOBILIARIOS GUTTENBERG LTDA
HF ARQUITETURA LTDA
C.A.S. CONSTRUTORA LTDA.                     -
ASSOCIACAO MORADORES ALUGUEL SAO MIGUEL DO IGUACU
ASSOCIAO CULTURAL E DE PROMOO DE CIDADANIA PALMARES EM M
NSTITUTO DE DESENVOLVIMENTO SOCIO AMBIENTAL POTIGUARA
ASSOCIACAO DE PEQUENOS AGRICULT DO SUDOESTE DA BAHIA APASBA
ASSOC AGRICOLA COM REM QUIL DO MOCAMBO ACOARQUIM
COOPERATIVA DE HABITACAO HORIZONTES NOVOS DO BRASIL
ASSOCIAÇÃO COMUNITARIA SANTA LUZIA
AMA CONSTROI EMPREENDIMENTOS IMOBILIARIOS LTDA
CONSELHO COMUNIT EDUCACAO CULTURA ACAO SOC GDE SAO PAULO
BEZERRA LEITE EMPREENDIMENTOS LTDA RRENOS LTDA
ASSOCIAÇÃO DE MORADORES E AMIGOS DE SANTANA
ASS DES COM DOS MORADORES DO POVOADO TORNA PERI MIRIM
CANTAREIRA CONSTRUÑES E EMPREENDIMENTOSA IMOBILIARIOS LTDA
VILUMA ENGENHARIA CONSTRUÑES LTDA
MUNICIPIO DE CAPELA DE SANTANA - RS
ASSOCIACAO DOS APICULTORES E PRODUTORES RURAIS DE CONDADO
CONSORCIO PARADIGMA
COOPERATIVA HABITACIONAL E DE CONSUMO DE SAMAMBAIA
MUNICIPIO DE VILA LANGARO - RS
MUNICIPIO DE MACHACALIS - MG
ASSOCIACAO DE QUEBRADEIRAS DE COCO DO POVOADO CANELEIRO - AS
MUNICIPIO DE INHAUMA - MG
ASSOCIACAO PEQ E MED PROD RURAIS DO POVOADO PEDRO LOURENCO
ASSOCIACAO DE MORAD E AGRICULT FAMILIARES DA RUA DOS POEIROS
INSTITUTO SOCIAL ADONAI INTEGRADO AOS MUNICIPIOS
ASSOCIACAO DOS PROD AGRIC POV RODAGEM
ASSOCIACAO AGRICOLA LIMEIRA
MUNICIPIO DE TANHACU - BA
MOVIMENTO POPULAR RESGATANDO A VIDA E CIDADANIA SALGADENSE
ASSOCIACAO CULTURAL E SOCIAL VOZ DA TERRA
ASSOCIACAO I I I DOS AGRICULTORES FAMILIARES DO POVOADO CAXI
ASSOCIACAO COMUNITARIA DO CORREGO DA CONQUISTA
COOPERATIVA MISTA DE TRAB E PROD DO INSTITUTO CASTRO ALVES
CONSTRUTORA E INCORPORADORA KELNER LTDA
ASSOCIAÇÃO UNIÃO E VENCER DO POVOADO GUIDINHA
ASSOCIACAO COMUNITARIA DO POVOADO MACACO
ASSOCI CULT DE RADIODIFUSAO COMUNITARIA DE FORTALEZA TABOCAO
FEDERACAO MATOGROSSENSE DOS PRODUTORES RURAIS DA AGRICULTURA
SIND TRAB RURAIS ASSALARIADOS E AGRIC FAM MUN RIO PARDO MINA
ASSOCIAÇÃO DOS JOVENS DA RUINHA DE SÃO CRISTOVÃO
COOPERAT CREDITO RURAL HORIZONTE EM LIQUIDACAO EXTRAJUDICIAL
MUNICIPIO DE SAO JOAO DA MATA - MG
MC ENGENHARIA E COMERCIO LTDA
ASSOCIACAO COMUNITARIA QUILOMBOLAS DE BREJO DE SAO FELIX
SIND.TRAB.RURAIS/TRAB.REG.ECON.FAMILIAR AGR.BARRA DO GUARITA
ASSOCIACAO DE PRODUTRES E PRODUTORAS R CORACAO DO MENINO JES
RPS ENGENHARIA LTDA
MOVIMENTO NACIONAL DE INTERESSE SOCIAL
SINDICATO DOS TRABALHADORES RURAIS DE FAZENDA NOVA
IMPERIAL SERVICOS LTDA
ASSOCIACAO DAS MULHERES DE SAO JOSE DA COLINA
ASSOC. RURAL DE MULHERES ARTES. E AGRIC. QUILOMBOLA DE LA
ENCOPLAC ENGENHARIA CONSTRUCAO PLANEJAMENTO CANOINHAS LTDA
UNIAO DOS MORADORES DO POVOADO SITIO NOVO
ASSOC COMUNITARIA DOS AGRICULTORES FAMILIARES PA DONA HILDA
ASSOCIACAO COMUNITARIA DO POVOADO SANTA LUZIA
CONSTRUTORA GAVILLA LTDA
RD CAMPOS SILVA CONSTRUCOES E PARTICIPACOES LTDA ME
ASSOCIACAO DE PRODUTORES NOVA CONQUISTA MUN MIRANTE DO PARAN
ASSOCIACAO COMUNITARIA DO PA VITORIA DA UNIAO
COOPERATIVA DE HABITACAO DA AGRICULTURA FAMILIAR - COOPHAF
COOPERATIVA MIXTA DA AGRICULTURA
MUNICIPIO DE JABOTICABA - RS
ASSOCIACAO DOS PEQ E MEDIOS PRODUTORES RURAIS COM SOUZA CRUZ
ASSOCIACAO QUILOMBOLAS DOS HUMILDES TRABALHADORES RURAIS DO
ASSOCIACAO DE AMIGOS E HABITANTES DA COMUNIDADE PINDORAMA
MUNICIPIO DE PORTO XAVIER - RS
ASSOCIACAO DOS MORADORES DA COMUNIDADE DOMUNDO NOVO
COLONIA DE PESCADORES Z31 DE ANAJATUBA
COOP DOS TRABALHADORES AUTONOMOS DO TERRITORIO VELHO CHICO
AM5 CONSTRUCOES LTDA.
ARCON - ARAUJO CONSTRUCOES LTDA
"COOTRAHAB COOPERATIVA DE TRABALHO, HABITACAO E CONSUMO CONST"
NOSSA CASA ENGENHARIA LTDA
ASSOCIACAO DOS PRODUTORES RURAIS DA LAGOA ENTRADA
UNIAO DOS MORADORES DO POVOADO PEDREIRAS
ASSOCIACAO DOS PRODUTORES RURAIS DO POVOADO DE MIRANDA
ASSOCIACAO DAS MULHERES ORGANIZADAS DE SANTO ANTONIO DOS MIL
ASSOCIACAO DOS TRABALHADORES RURAIS ALTO DA TRINDADE MUNICIP
ASSOCIACAO DE MORADORES DO POVOADO TIUBA
ASSOCIACAO DE MORADORES E PEQUENOS PROD DO ESTADO DO PIAUI
SINDICATO DOS TRABALHADORES E TRABALHADORAS RURAIS DE SAO MI
ASSOCIACAO DE MORADORES DO POVOADO SECRETARIA
ASSOC.DOS TRABAL.RURAIS NOVA ESPERANCA DE PINHEIROS/ES
ASSOCIACAO COMUN REMAN QUILOMBOS NOV ESPERANCA CONCORDIA PA
ASSOCIACAO CIDADAO PRO-ATIVO DE VISCONDE DO RIO BRANCO
ASSOCIACAO DOS MORADORES E PEQUENOS PRODUTORES RURAIS DA CAB
ASSOCIACAO CONTEXTO HABITAT
ASSOCIACAO DOS AGRICULTORES FAMILIARES DO ASSENTAMENTO PAPAG
SPE AMORIM COUTINHO ENGENHARIA E CONSTRUCOES MCMV LTDA
MUNICIPIO DE TROMBUDO CENTRAL - SC
CONSTRUTORA ROCHA CAVALCANTE LTDA
COOP HAB DOS EMPREGADOS DA EBCT DO RS LTDA
ASSOCIACAO COMUNITARIA DE REMANESCENTE DE QUILOMBOS DE ARAPE
TECTUS INDUSTRIA DE TELHAS LTDA
ASSOCIACAO ATLETICA ESPORTE CLUBE 14
INSTITUTO JALAPAO ECOLOGICO
MUNICIPIO DE SIMONESIA - MG
ASSOCIACAO DOS PEQUENOS AGRICULTORES DE CURUCAMBABA BUJARU
MUNICIPIO DE IMBUIA - SC
MUNICIPIO DE GIRAU DO PONCIANO - AL
CONSELHO DE DESENVOLVIMENTO RURAL DE ESTIVA CAIDA
KAEFE ENGENHARIA E EMPREENDIMENTOS IMOBILIARIOS LTDA
ASSOCIACAO DOS MORADORES DO BAIRRO DOS GARCIAS
ASSOCIACAO CAMPONESA  JOSUE DE CASTRODO ESTADO PERNAMBUCO
MUNICIPIO DE RIO BRANCO - AC
ASSOCIACAO COMUNITARIA RURAL DO SAO FELIX
PATRIMAR ENGENHARIA LTDA
SINDO TRAB RURAIS ASSALARIADOS FAMILIARES MUN S DOMINGOS DAS
ASSOCIACAO DOS ASSENTADOS DA ASA BRANCA MUN E COM MIRANTE
PREFEITURA MUNICIPAL DE CHAPADA
COOPERATIVA AGROINDUSTRIAL DOS EXPROP DE NOVO REPARTIMENTO L
SIND TRABALHADORES E TRABALHADORAS RURAIS EDEIA E PORTEIRAO
FORMULA ENGENHARIA LTDA
INSTITUTO HORIZONTES NOVOS DE DESENVOLVIMENTO SUSTENTAVEL
ASSOCIAÇÃO DE PRODUTORES DE FEIRA NOVA
ASSOCIACAO RURAL DO POVOADO SETE CASAS SETUBAL E ADJACENCIAS
ISOLI CONSTRUTORA LTDA
UNIAO PEQ TRAB E TRABALHADORAS RURAIS QUILOMBO PIRATININGA
IMOBILIARIA ABELARDO ROCHA LTDA
SHF CONSERVAO E CONSTRUO LTDA
PREDIAL SUZANENSE CONSTRUCOES E INCORPORACOES LTDA
PORTAL ENGENHARIA LTDA
ASSOCIAÇÃO COMUNITARIA DE BAIXA VISTOSA
ASS. RURALISTA DAS MULHERES DE SAO SEBASTIAO
MUNICIPIO DE ARROIO DO TIGRE - RS
ASSOCIACAO COMUNITARIA DE TANQUE DARCA
AM1 CONSTRUTORA LTDA
INSTITUTO DE INOVACAO PARA O DESENVOLVIMENTO RURAL SUSTENTAV
FEDERACAO DAS ASSOCIACOES COMUNITARIAS DE TABULEIRO DO NORTE
ASSOCIACAO DOS TRABALHADORES UNIDOS DO POVOADO FLORESTA
MCMV CONSTRUCOES MACEIO SPE LTDA
MUNICIPIO DE TAVARES - PB
METRO ENGENHARIA E CONSULTORIA LTDA
PDCA ENGENHARIA LTDA
DARCY LUIZ LEAL E CIA LTDA
ASSOCIACAO DOS PRODUTORES RURAIS DO PA AGUA DA SAUDE
MUNICIPIO DE BONFIM DO PIAUI - PI
ASSOCIACAO COMUNITARIA DO CORREGO SAO LOURENCO DE CIMA
SINDICATO DOS TRABALHADORES RURAIS DE SALOA
ASS COM DE P E SERV AGRICULTORES AGRICULTORAS FAM MUN ALTOS
MODULO INCORPORAÑES E CONSTRUÑES LTDA
ASSOCIACAO COMUNITARIA DOS PRODUTORES DE IRAJUBA - ACOPI
GOLDFARB INCORPORACOES E CONSTRUCOES LTDA
ASSOCIACAO BENEFICIENTE RECREATIVA BAIXAO DO MOACIR
ASSOCIACAO COMUNITARIA DOS MORADORES OCULENSES
COOPERATIVA DE HABITACAO AGRIC FAMIL TRAB. DA AMAZONIA LEGAL
COPLAN CONSTRUCOES PLANEJAMENTOS INDUSTRIA E COMERCIO LTDA
CENTRAL PRO MORADIA SUZANENSE
BUENO & OLIVEIRA LTDA
PLANEJAR ENGENHARIA DE PROJETOS E NEGOCIOS LTDA EPP
ASSOCICAO COMUNITARIA MOR REMANESCENTES QUILOMBO COM S ANTON
CONSELHO COMUNITARIO DE FERREIROPOLIS
ASSOCIACAO DE COOPERACAO AGROECOLOGICA DO ESTADO DE SAO PAUL
MACTEL ENGENHARIA LTDA
ASSOCIAÇÃO COMUNITARIA DE LAGOA DO CANTO
FECOOHASC - FEDERACAO DAS COOPERATIVAS HABITACIONAIS DE SC
POLICONSULT ASSOCIACAO POLITECNICA DE CONSULTORIA
ALTHO EMPREENDEENDIMENTOS E CONSTRUCAO LTDA
COOPERATIVA DE HABITACAO DOS AGRICULTORES FAMILIARES DO PIAU
SIND TRAB E TRAB DA AGRICULTURA FAMILIAR DO TRIANGULO MINEIR
ASSOCIACAO DOS PESC ARTES DO RIO PINDARE DO POVOADO STA HELE
ASSOCIAÇÃO DE PROTEÇÃO COMUNITÁRIA DO POVOADO SITIO ALTO
ASSOCIACAO DOS MORADORES E AGRICULTORES REMANESCENTES DE QUI
CENTRO COMUNITARIO RURAL DE CONCEICAO
EF CONSTRUTORA LTDA
MUNICIPIO DE IBERTIOGA - MG
ALMEIDA E MONTEIRO LTDA
ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA MATO GROSSO SUL
COOP HABITACIONAL DA AGRICULTURA FAMILIAR DO ESTADO DE MG
MUNICIPIO DE SAO JOAO DO MANTENINHA - MG
SINDICATO DOS TRABALHADORES RURAIS DE HEITORAI
MAXIMO CONSTRUTORA E INCORPORADORA LTDA
UNIAO DE MORADORES DO POVOADO LAGO DE DENTRO
RHD CONSTRUCOES E COMERCIO LTDA
ASSOCIACAO MOVIMENTO DE MORADIA PARA TODOS      OUTUBRO
ASSOCIACAO DOS MORADORES DO DISTRITO DE SAO MANOEL - AMODISM
CONSTRUTORA E INCORPORADORA FALEIROS LTDA
ASSOC. COMUN. DOS AGRICULTORES DO POV. BARROCAO E ADJAC
MUNICIPIO DE MATIPO - MG
SINDICATO DOS TRABALHADORES RURAIS DE MONTE AZUL
UNIAO SEGURA NA MAO DE DEUS DOS MORADORES DO POVOADO CAPOTAL
ASSOCIACAO COMUNITARIA PARA INTEGRACAO DOS PRODUTORES DE CAR
P. L. SOARES & CIA LTDA
ASSOCIACAO DOS PRODUTORES RURAIS DA COMUNIDADE SANTA CECILIA
CONSTRUTORA CELI LTDA.
MUNICIPIO DE ENTRE IJUIS - RS
ASSOCIACAO COMUNITARIA DOS AGRICULTORES FAMILIARES DA TABUA
ASSOC PRODUTORES RURAIS SAO VICENTE DE PAULA EM OLHO D AGUA
CONSTRUTORA MUNIZ DE ARAUJO
URBITEC CONSTRUCOES LTDA
MUNICIPIO DE ITAIOPOLIS - SC
ASS  TRAB RURAIS DO ASSENT GUARIBAS II
ASSOCIACAO DOS PRODUTORES RURAIS DE COROACI
ASSOCIACAO DOS TRABALHADORES DO CONJ RES VALE DAS FLORES
ASSOC DOS MORADORES PROD E PRODUTORAS RURAIS DO POV CENTRO D
MUNICIPIO DE VERMELHO NOVO - MG
ASSOCIAÇÃO DO ASSENTAMENTO SANTA CLARA
MUNICIPIO DE POCONE - MT
ASSOCIACAO COMUNITARIA DO POVOADO MONTIVIDEU
MUNICIPIO DE RODEIO BONITO - RS
"SINDICATO DOS TRAB RURAIS, ASSALAR E AGRICULT MUNIC ORIZANIA"
ENGEBEL ENGENHARIA E EMPREENDIMENTOS
COOPERATIVA PERFFIL DE TRABALHADORES
COSTA OESTE CONSTRUCOES LTDA
ASSOCIADA COMUNIDADE DE REMANESCENTE DE QUILOMBO TAMBAI ACU
CONSORCIO MIRACEMA
ASAS CONSTRUCOES SERVI«OS MANUNTENCOES E INCORPORACOES LTDA
ASSOCIAÇÃO DOS MORADORES DO POVOADO RIO GRANDE
ASS DE PROTECAO A MATERNIDADE E INF DE ESPERANTINOPOLIS
SINDICATO DOS TRABALHADORES DE CUITE
MUNICIPIO DE CATURAMA - BA
TERA INCORPORADORA E CONSTRUTORA LTDA
CONSTRUTORA B SANTOS LTDAD.E NEGOCIOS LTDA
FUNDACAO ESCOLA DO GESTOR E DO AGENTE PUB MUNICIPAL - F-EGPM
ASSOCIAÇÃO DE DESENVOLVIMENTO COMUN. DO POVOADO PIRAJA
MUNICIPIO DE PALESTINA DE GOIAS - GO
ASSOCIACAO RURAL COMUNITARIA DOS REMANESCENTES DO QUILOMBO D
SINDICATO DOS TRABALHADORES RURAIS DE R DOS MACHADOS
CONSTRUTORA MANDINHO LTDAL LTDA
ASSOC DOS TRAB RURAIS DA GLEBA BOCAINA DATA VELOSO
ASSOCIACAO DOS PRODUTORES RURAIS DO MONTEVIDEU
COLONIA DE PESCADORES Z-14 ANTONIO IZIDORIO DA SILVA
CONSTRUIR CONSTRUTORA E INCORPORADORA LTDA
ASSOCIACAO DE DESENV COMUNIT R DA FAZ MATO GROSSO II
SINDICATO DOS TRABALHADORES RURAIS DE SANTANA MANHUACU
SINDICATO DOS PRODUTORES RURAIS DE PONTE NOVA
ASSOCIAÇÃO DOS TRABALHADORES RURAIS NOVA RIO DA PRATA
BONORA E COSTA CONSTRUTORA E INCORPORADORA LTDA - EPP
MUNICIPIO DE BELA VISTA DO TOLDO - SC
ASSOC DE DESENV COMUN DOS PEQ PROD RURAIS LAGOA DE FORA
"CLUBE DE MAES DO POVOADO BAMBU, LAGOA DA CHAPADA"
ASSOCIAÇÃO COMUNITARIA RURAL DO KM 70 DE IRAJUBA BA
ASSOCIACAO DOS TRABALHADORES E DAS TRABALHADORAS RURAIS DO P
COOPERATIVA MISTA DE DESENVOLVIMENTO SUSTENTAVEL DE JUTAI JU
CONSTRUTORA FERREIRA LIMA LTDA
ASSOCIACAO QUILOMBOLA DO SITIO BAIXAS
ASSOCIACAO COMUNITARIA DOS TRABALHADORES RURAIS DO POVOADO F
IMPACTO IND TERRAPLENAGEM CONSTRUCAO EM RECUPERACAO JUDICIAL
ASSOCIACAO COMUNITARIA DO POVOADO BRASILINA
COOPERATIVA DE HABITACAO DOS AGRICULTORES FAMILIARES - COOPE
ASSOCIACAO PEQ E MED PRODUTORES RURAIS POV CENTRO CARDOSOS
EDIBRASIL CONSTRUCOES LTDA
SINDICATO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DE SANTA
ASS DOS TRABALHADORES RURAIS ARISTIDES DE AQUINO SOUSA
COOPERATIVA BASE NACIONAL DE SERVICOS SULCREDI CENTRAL/BASE
ASSOCIAÇÃO DOS PEQUENOS PROD. RURAIS DA FAZENDA SACO DO MEL
CONSTRUTORA SAO JOSE DESENVOLVIMENTO IMOBILIARIO LTDA
INSTITUTO DE DESENVOLVIMENTO SUSTENTAVEL ARACI
ASSOCIACAO COMUNITARIA INDIGENA HAYRA DA ITALIANA
COOPERATIVA TRABALHO AREAS  REFORMA AGRARIA CEARA-COOPTRACE
ASSOCIACAO PRO MORADIA TRAB RURAIS AGRIC FAM MUN ARGIRITA/MG
PRAGMA & PERES SOL NASCENTE CONSTRUCAO E INCORPORACAO LTDA
ASSOCIACAO PASTORAL DA MORADIA LESTE II
MUNICIPIO DE INHACORA - RS
ASSOC. DOS PRESIDENTES DE ASSOC. COMUNITARIA DE PEDRA BRANCA
ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DE MATA DOIDA
REALIZA CONSTRUTORA LTDA
CONSTRUTORA RCG LTDA
RDR ENGENHARIA LTDA
MUNICIPIO DE BOM JESUS DO SUL
ASSOCIACAO DE PRODUTORES DO POVOADO IMBIRA
ASS DOS AGRIC E AGRICULTORAS PV VERT 2 DIST CAXIAS
CENTRO COMUNITARIO FORM AGROP DOM JOSE BRANDAO DE CASTRO
INSTITUTO DE PLANEJAMENTO ASSESSORIA E COOPERACAO TECNICA D
SECOL CONSTRUTORA LTDA
ASSOCIACAO AGRICULTORES FAMILIARES VALE M PARNAIBA
ASSOC PRO MORADIA TRAB RURAIS AGRIC FAMIL MUN S GERALDO MG
ASSOCIACAO DOS MORADORES DA ILHA PEQUENA
SINDICATO TRABALHADORES E TRABALHADORAS RURAIS DE FELIXLANDI
FEDERACAO DOS TRABALHADORES NA AGRICULTURA DO ESTAD DE GOIAS
ASSOCIACAO COMUNITARIA DO POVOADO SAO JOSE
MUNICIPIO DE QUIXABEIRA - BA
ASSOCIACAO QUILOMBOLA DE CALUETE
ASSOCIACAO QUILOMBOLA DA QUADRA
ASSOCIACAO DOS AGRICULTORES FAMILIARES DO POVOADO DE CARUARU
ASSOCIACAO COMUNITARIA JOAQUIM BATISTA BESSA
ASSOCIACAO DE MULHERES DA AGRICULTURA FAMILIAR AMAF
INSTITUTO NORDESTINO DE GESTAO PUBLICA AMBIENTAL E DE ASSIST
ASSOCIACAO DOS PRODUTORES RURAIS DE ASSIS E REGIAO
SEDRO PRESTADORA DE SERVICOS LTDA
ORGANIZACAO BRASILEIRA COOPERATIVAS E ENTIDADE COMUNITARIA
ASSOCIACAO DO MOVIMENTO COMUNITARIO E TRAB RURAIS DO PEQUI
MUNICIPIO DE DELFIM MOREIRA - MG
SINDICATO RURAL DE PARAGUACU
ASSOC DESENV COMUNIT DOS PRODUT RURAIS DA FAZENDA COVAO
BUSATTA & ZAMBINI LTDA
ASSOCIACAO CONCRETA DOS AMIGOS E MORADORES DO PALMITAL
