qtd_uh_entregues
"548,0"
"1100,0"
"732,0"
"380,0"
"448,0"
"402,0"
"294,0"
"218,0"
"425,0"
"1476,0"
"22,0"
"864,0"
"327,0"
"150,0"
"1781,0"
"173,0"
"45,0"
"304,0"
"559,0"
"536,0"
"196,0"
"3081,0"
"68,0"
"2976,0"
"720,0"
"1320,0"
"414,0"
"437,0"
"1948,0"
"282,0"
"206,0"
"1880,0"
"33,0"
"108,0"
"10,0"
"490,0"
"316,0"
"392,0"
"161,0"
"339,0"
"501,0"
"7,0"
"184,0"
"56,0"
"79,0"
